P_1,P_2,P_3,P_4,P_5,P_6,P_7
1009.26786345661+0i,1013.24069519148+0i,-10+0i,1010.26490950487+0i,-5.99852302413099+31.5632491279702i,-5.99852302413099-31.5632491279702i,-0.942809041582063+0i
1009.58918779254+0i,1013.76263387415+0i,-10+0i,1010.58623458177+0i,-5.99852339461557+31.5715130818647i,-5.99852339461557-31.5715130818647i,-0.942809041582063+0i
1009.69740988828+0i,1013.90298040288+0i,-10+0i,1010.69445696115+0i,-5.9985235364328+31.5737351856506i,-5.9985235364328-31.5737351856506i,-0.942809041582063+0i
1010.2146852505+0i,1014.30587137155+0i,-10+0i,1011.21173393625+0i,-5.99852434287735+31.5801164930267i,-5.99852434287735-31.5801164930267i,-0.942809041582063+0i
1010.70707270596+0i,1014.53535328578+0i,-10+0i,1011.7041230735+0i,-5.99852518377288+31.5837537034543i,-5.99852518377288-31.5837537034543i,-0.942809041582063+0i
1010.90440939044+0i,1014.56010692852+0i,-10+0i,1011.9014604961+0i,-5.9985255528304+31.5841482535115i,-5.9985255528304-31.5841482535115i,-0.942809041582063+0i
1011.27319843915+0i,1014.59025052651+0i,-10+0i,1012.27025093876+0i,-5.99852624980886+31.5846306991339i,-5.99852624980886-31.5846306991339i,-0.942809041582063+0i
1011.69187922653+0i,1015.01969991187+0i,-10+0i,1012.68893292781+0i,-5.99852685063763+31.5914282019304i,-5.99852685063763-31.5914282019304i,-0.942809041582063+0i
1011.69679310665+0i,1015.39634463217+0i,-10+0i,1012.69384646533+0i,-5.99852667933942+31.5973830732849i,-5.99852667933942-31.5973830732849i,-0.942809041582063+0i
1011.84312674254+0i,1015.41232200963+0i,-10+0i,1012.84018064978+0i,-5.9985269536202+31.5976379205848i,-5.9985269536202-31.5976379205848i,-0.942809041582063+0i
1012.29275006604+0i,1015.79700708851+0i,-10+0i,1013.28980533582+0i,-5.99852763489202+31.6037255941772i,-5.99852763489202-31.6037255941772i,-0.942809041582063+0i
1012.62930171637+0i,1016.01768432798+0i,-10+0i,1013.62635806967+0i,-5.9985281766507+31.6072185172784i,-5.9985281766507-31.6072185172784i,-0.942809041582063+0i
1012.79029156622+0i,1016.24304622175+0i,-10+0i,1013.78734832279+0i,-5.99852837828829+31.6107823637732i,-5.99852837828829-31.6107823637732i,-0.942809041582063+0i
1013.08616363484+0i,1016.24829725204+0i,-10+0i,1014.08322152373+0i,-5.99852894444901+31.6108699171196i,-5.99852894444901-31.6108699171196i,-0.942809041582063+0i
1013.22507597104+0i,1016.35313575564+0i,-10+0i,1014.22213429331+0i,-5.99852916113527+31.6125286691955i,-5.99852916113527-31.6125286691955i,-0.942809041582063+0i
1013.35244121494+0i,1016.53049986572+0i,-10+0i,1014.34949985672+0i,-5.99852932088958+31.6153330571306i,-5.99852932088958-31.6153330571306i,-0.942809041582063+0i
1013.6669000685+0i,1016.68917967099+0i,-10+0i,1014.66395976583+0i,-5.99852984866451+31.6178449066756i,-5.99852984866451-31.6178449066756i,-0.942809041582063+0i
1013.74067985668+0i,1017.1454176864+0i,-10+0i,1014.73773940097+0i,-5.998529772145+31.6250530657356i,-5.998529772145-31.6250530657356i,-0.942809041582063+0i
1013.85028893572+0i,1017.53403548926+0i,-10+0i,1014.8473485292+0i,-5.99852979673978+31.6311923127751i,-5.99852979673978-31.6311923127751i,-0.942809041582063+0i
1013.98484761601+0i,1017.79241578518+0i,-10+0i,1014.98190747893+0i,-5.99852993145613+31.6352744077235i,-5.99852993145613-31.6352744077235i,-0.942809041582063+0i
1014.25078079528+0i,1017.9929585421+0i,-10+0i,1015.24784148674+0i,-5.99853034573034+31.6384448714056i,-5.99853034573034-31.6384448714056i,-0.942809041582063+0i
1014.50266905365+0i,1018.23635624814+0i,-10+0i,1015.49973047845+0i,-5.99853071240077+31.6422913253152i,-5.99853071240077-31.6422913253152i,-0.942809041582063+0i
1014.78063332024+0i,1018.7536646276+0i,-10+0i,1015.77769531658+0i,-5.99853099816853+31.6504609106736i,-5.99853099816853-31.6504609106736i,-0.942809041582063+0i
1014.82824898752+0i,1018.91488911731+0i,-10+0i,1015.82531101247+0i,-5.99853101247672+31.6530060135476i,-5.99853101247672-31.6530060135476i,-0.942809041582063+0i
1014.8778903859+0i,1019.1064158847+0i,-10+0i,1015.87495241834+0i,-5.99853101621608+31.6560290980755i,-5.99853101621608-31.6560290980755i,-0.942809041582063+0i
1015.28826229423+0i,1019.15094672576+0i,-10+0i,1016.28532585564+0i,-5.99853178070727+31.6567380899218i,-5.99853178070727-31.6567380899218i,-0.942809041582063+0i
1015.72623167066+0i,1019.40254327638+0i,-10+0i,1016.72329666787+0i,-5.99853249860707+31.6607145433884i,-5.99853249860707-31.6607145433884i,-0.942809041582063+0i
1016.05626057676+0i,1019.75908171477+0i,-10+0i,1017.05332649611+0i,-5.99853295967412+31.6663442568219i,-5.99853295967412-31.6663442568219i,-0.942809041582063+0i
1016.06838002119+0i,1019.93763555095+0i,-10+0i,1017.06544581692+0i,-5.99853289786509+31.6691608729872i,-5.99853289786509-31.6691608729872i,-0.942809041582063+0i
1016.26052115555+0i,1020.15530040555+0i,-10+0i,1017.25758747832+0i,-5.99853316138639+31.6725968428857i,-5.99853316138639-31.6725968428857i,-0.942809041582063+0i
1016.28700269843+0i,1020.1807742445+0i,-10+0i,1017.28406909814+0i,-5.99853319985092+31.672998999823i,-5.99853319985092-31.672998999823i,-0.942809041582063+0i
1016.51168739122+0i,1020.31262187794+0i,-10+0i,1017.50875452362+0i,-5.99853356619861+31.6750817530151i,-5.99853356619861-31.6750817530151i,-0.942809041582063+0i
1016.68230304813+0i,1020.5297335255+0i,-10+0i,1017.67937062545+0i,-5.99853378866203+31.6785080263641i,-5.99853378866203-31.6785080263641i,-0.942809041582063+0i
1016.69063345668+0i,1020.74024828191+0i,-10+0i,1017.6877008657+0i,-5.998533704508+31.6818274221973i,-5.998533704508-31.6818274221973i,-0.942809041582063+0i
1016.98711619493+0i,1021.10075495972+0i,-10+0i,1017.98418439282+0i,-5.99853409894532+31.6875154251495i,-5.99853409894532-31.6875154251495i,-0.942809041582063+0i
1017.29401430559+0i,1021.40162139996+0i,-10+0i,1018.29108338827+0i,-5.99853454134114+31.6922625695563i,-5.99853454134114-31.6922625695563i,-0.942809041582063+0i
1017.49907881571+0i,1021.67003623839+0i,-10+0i,1018.49614842536+0i,-5.99853480482043+31.6964960280357i,-5.99853480482043-31.6964960280357i,-0.942809041582063+0i
1017.92802219814+0i,1022.17768857119+0i,-10+0i,1018.92509296046+0i,-5.99853538116048+31.704501844779i,-5.99853538116048-31.704501844779i,-0.942809041582063+0i
1017.97759356572+0i,1022.50124129764+0i,-10+0i,1018.97466421004+0i,-5.99853532215888+31.7095998681092i,-5.99853532215888-31.7095998681092i,-0.942809041582063+0i
1018.31703471013+0i,1022.69535805565+0i,-10+0i,1019.31410646278+0i,-5.9985358763226+31.712662811437i,-5.9985358763226-31.712662811437i,-0.942809041582063+0i
1018.77439070349+0i,1022.69798206255+0i,-10+0i,1019.77146419329+0i,-5.99853674490125+31.7127111624213i,-5.99853674490125-31.7127111624213i,-0.942809041582063+0i
1018.81190534677+0i,1023.19647651938+0i,-10+0i,1019.8089785073+0i,-5.99853658026046+31.7205626709476i,-5.99853658026046-31.7205626709476i,-0.942809041582063+0i
1019.29383994064+0i,1023.28986697472+0i,-10+0i,1020.29091484415+0i,-5.99853745175558+31.7220406796939i,-5.99853745175558-31.7220406796939i,-0.942809041582063+0i
1019.44466783372+0i,1023.35496042225+0i,-10+0i,1020.44174324841+0i,-5.99853770734326+31.7230679764192i,-5.99853770734326-31.7230679764192i,-0.942809041582063+0i
1019.5552281813+0i,1023.3832202867+0i,-10+0i,1020.55230398897+0i,-5.99853790383481+31.7235146504123i,-5.99853790383481-31.7235146504123i,-0.942809041582063+0i
1019.59813083618+0i,1023.70642250895+0i,-10+0i,1020.5952065012+0i,-5.99853783250894+31.7286040048434i,-5.99853783250894-31.7286040048434i,-0.942809041582063+0i
1020.11982506545+0i,1024.18037959301+0i,-10+0i,1021.11690226195+0i,-5.99853859824869+31.7360727970207i,-5.99853859824869-31.7360727970207i,-0.942809041582063+0i
1020.48467005606+0i,1024.35003476344+0i,-10+0i,1021.48174847532+0i,-5.99853920962623+31.7387485848883i,-5.99853920962623-31.7387485848883i,-0.942809041582063+0i
1020.70192595986+0i,1024.44688287585+0i,-10+0i,1021.6990051107+0i,-5.99853957541864+31.7402761009478i,-5.99853957541864-31.7402761009478i,-0.942809041582063+0i
1020.83333137825+0i,1024.90685542473+0i,-10+0i,1021.83041059292+0i,-5.99853960733721+31.7475161439687i,-5.99853960733721-31.7475161439687i,-0.942809041582063+0i
1021.22021688356+0i,1024.9521458492+0i,-10+0i,1022.21729751987+0i,-5.99854031815439+31.7482346512916i,-5.99854031815439-31.7482346512916i,-0.942809041582063+0i
1021.30207332962+0i,1024.98560020054+0i,-10+0i,1022.29915424405+0i,-5.99854045721922+31.7487622570731i,-5.99854045721922-31.7487622570731i,-0.942809041582063+0i
1021.66322120715+0i,1025.10400589889+0i,-10+0i,1022.66030337555+0i,-5.99854108420255+31.7506306431358i,-5.99854108420255-31.7506306431358i,-0.942809041582063+0i
1021.79604888016+0i,1025.18961335945+0i,-10+0i,1022.79313146992+0i,-5.99854129487985+31.7519794597868i,-5.99854129487985-31.7519794597868i,-0.942809041582063+0i
1021.85414580217+0i,1025.6880115938+0i,-10+0i,1022.8512281424+0i,-5.99854117011696+31.7598200818583i,-5.99854117011696-31.7598200818583i,-0.942809041582063+0i
1021.85749200061+0i,1026.07555929823+0i,-10+0i,1022.85457398879+0i,-5.99854099408912+31.7659148673506i,-5.99854099408912-31.7659148673506i,-0.942809041582063+0i
1022.29134062937+0i,1026.43847936247+0i,-10+0i,1023.28842391512+0i,-5.99854164287582+31.7716278623547i,-5.99854164287582-31.7716278623547i,-0.942809041582063+0i
1022.73801435607+0i,1026.6586811504+0i,-10+0i,1023.73509912071+0i,-5.99854238231755+31.7750965198899i,-5.99854238231755-31.7750965198899i,-0.942809041582063+0i
1023.08289813871+0i,1026.81778149835+0i,-10+0i,1024.07998405446+0i,-5.99854295787661+31.7776027969528i,-5.99854295787661-31.7776027969528i,-0.942809041582063+0i
1023.27837341803+0i,1027.20478044448+0i,-10+0i,1024.27545970727+0i,-5.99854314462056+31.7836884837251i,-5.99854314462056-31.7836884837251i,-0.942809041582063+0i
1023.62705534961+0i,1027.49028019868+0i,-10+0i,1024.62414268452+0i,-5.99854366745867+31.7881804311609i,-5.99854366745867-31.7881804311609i,-0.942809041582063+0i
1024.11209537823+0i,1027.7670840154+0i,-10+0i,1025.10918427927+0i,-5.9985444505185+31.7925371906628i,-5.9985444505185-31.7925371906628i,-0.942809041582063+0i
1024.3829628406+0i,1027.82527379948+0i,-10+0i,1025.38005270577+0i,-5.99854493258484+31.7934555634894i,-5.99854493258484-31.7934555634894i,-0.942809041582063+0i
1024.81322521057+0i,1028.06005648321+0i,-10+0i,1025.81031647278+0i,-5.99854563110406+31.7971506381694i,-5.99854563110406-31.7971506381694i,-0.942809041582063+0i
1025.28466701111+0i,1028.57464668902+0i,-10+0i,1026.28175956199+0i,-5.99854627543904+31.8052407297959i,-5.99854627543904-31.8052407297959i,-0.942809041582063+0i
1025.52558432407+0i,1028.90604744686+0i,-10+0i,1026.52267746911+0i,-5.99854657251675+31.8104487812006i,-5.99854657251675-31.8104487812006i,-0.942809041582063+0i
1026.02065437708+0i,1028.91102902008+0i,-10+0i,1027.01774937338+0i,-5.99854749815176+31.8105345212847i,-5.99854749815176-31.8105345212847i,-0.942809041582063+0i
1026.48194832721+0i,1029.27519258164+0i,-10+0i,1027.47904471118+0i,-5.99854819198479+31.8162594305579i,-5.99854819198479-31.8162594305579i,-0.942809041582063+0i
1026.91008196729+0i,1029.54936469634+0i,-10+0i,1027.90717969746+0i,-5.99854886508473+31.8205701547806i,-5.99854886508473-31.8205701547806i,-0.942809041582063+0i
1026.97683392679+0i,1029.57835647812+0i,-10+0i,1027.97393187956+0i,-5.9985489763832+31.8210262748393i,-5.9985489763832-31.8210262748393i,-0.942809041582063+0i
1027.30894023704+0i,1029.63874971265+0i,-10+0i,1028.30603937486+0i,-5.99854956890975+31.8219793277573i,-5.99854956890975-31.8219793277573i,-0.942809041582063+0i
1027.58107265127+0i,1030.00080805168+0i,-10+0i,1028.57817246854+0i,-5.99854990863752+31.8276662701731i,-5.99854990863752-31.8276662701731i,-0.942809041582063+0i
1027.7687682959+0i,1030.26425942878+0i,-10+0i,1028.76586856885+0i,-5.99855013647609+31.8318035736184i,-5.99855013647609-31.8318035736184i,-0.942809041582063+0i
1027.86207234981+0i,1030.43089214434+0i,-10+0i,1028.85917281605+0i,-5.99855023311941+31.8344197517855i,-5.99855023311941-31.8344197517855i,-0.942809041582063+0i
1027.88970904571+0i,1030.91102810955+0i,-10+0i,1028.88680916851+0i,-5.99855006140273+31.8419531648166i,-5.99855006140273-31.8419531648166i,-0.942809041582063+0i
1028.09399218118+0i,1030.96382972303+0i,-10+0i,1029.09109301735+0i,-5.99855041808604+31.8427845667784i,-5.99855041808604-31.8427845667784i,-0.942809041582063+0i
1028.22060747836+0i,1031.43490718329+0i,-10+0i,1029.21770834905+0i,-5.9985504353434+31.8501754324562i,-5.9985504353434-31.8501754324562i,-0.942809041582063+0i
1028.43020520123+0i,1031.84171908949+0i,-10+0i,1029.42730647578+0i,-5.99855063727829+31.8565581554371i,-5.99855063727829-31.8565581554371i,-0.942809041582063+0i
1028.70265772893+0i,1032.21665352758+0i,-10+0i,1029.69975967123+0i,-5.99855097115199+31.8624408005508i,-5.99855097115199-31.8624408005508i,-0.942809041582063+0i
1028.84168884984+0i,1032.63711070476+0i,-10+0i,1029.83879092004+0i,-5.99855103510314+31.8690338810508i,-5.99855103510314-31.8690338810508i,-0.942809041582063+0i
1028.98233965393+0i,1033.14313380583+0i,-10+0i,1029.97944177869+0i,-5.99855106238076+31.8769664889007i,-5.99855106238076-31.8769664889007i,-0.942809041582063+0i
1029.47266379159+0i,1033.61139371926+0i,-10+0i,1030.46976730872+0i,-5.99855175856391+31.8843107921955i,-5.99855175856391-31.8843107921955i,-0.942809041582063+0i
1029.9185146009+0i,1033.68441746596+0i,-10+0i,1030.91561970978+0i,-5.9985525544393+31.8854615389169i,-5.9985525544393-31.8854615389169i,-0.942809041582063+0i
1030.00927373543+0i,1033.90886682559+0i,-10+0i,1031.00637897398+0i,-5.99855261927596+31.8889789526638i,-5.99855261927596-31.8889789526638i,-0.942809041582063+0i
1030.03906093105+0i,1034.37824236725+0i,-10+0i,1031.03616584562+0i,-5.99855245728499+31.8963310112264i,-5.99855245728499-31.8963310112264i,-0.942809041582063+0i
1030.53038085584+0i,1034.54643560157+0i,-10+0i,1031.52748744148+0i,-5.99855329281981+31.8989723435905i,-5.99855329281981-31.8989723435905i,-0.942809041582063+0i
1030.97517651041+0i,1034.90292008998+0i,-10+0i,1031.97228441845+0i,-5.99855395402005+31.9045609075029i,-5.99855395402005-31.9045609075029i,-0.942809041582063+0i
1031.14349221+0i,1035.36540501277+0i,-10+0i,1032.14060031534+0i,-5.9985540526715+31.9118036103688i,-5.9985540526715-31.9118036103688i,-0.942809041582063+0i
1031.21669147735+0i,1035.55597323674+0i,-10+0i,1032.21379967827+0i,-5.99855410045917+31.9147875667944i,-5.99855410045917-31.9147875667944i,-0.942809041582063+0i
1031.67120940086+0i,1035.67145595264+0i,-10+0i,1032.66831918128+0i,-5.99855489020783+31.9166018608899i,-5.99855489020783-31.9166018608899i,-0.942809041582063+0i
1031.90052587951+0i,1036.09599912107+0i,-10+0i,1032.89763611813+0i,-5.99855511931013+31.9232490634498i,-5.99855511931013-31.9232490634498i,-0.942809041582063+0i
1031.9826308768+0i,1036.30596024934+0i,-10+0i,1032.97974122597+0i,-5.99855517458146+31.9265355070493i,-5.99855517458146-31.9265355070493i,-0.942809041582063+0i
1032.23975586056+0i,1036.47054473963+0i,-10+0i,1033.23686701059+0i,-5.99855557501403+31.9291143513122i,-5.99855557501403-31.9291143513122i,-0.942809041582063+0i
1032.69062516823+0i,1036.91639494737+0i,-10+0i,1033.6877375766+0i,-5.99855620418522+31.9360955543167i,-5.99855620418522-31.9360955543167i,-0.942809041582063+0i
1032.93538204032+0i,1036.98311926289+0i,-10+0i,1033.93249529282+0i,-5.99855662624638+31.9371428690964i,-5.99855662624638-31.9371428690964i,-0.942809041582063+0i
1032.95485858387+0i,1037.2410923921+0i,-10+0i,1033.95197167078+0i,-5.99855654345677+31.9411778015813i,-5.99855654345677-31.9411778015813i,-0.942809041582063+0i
1033.39598361655+0i,1037.39187775235+0i,-10+0i,1034.39309819566+0i,-5.99855728955482+31.9435424411761i,-5.99855728955482-31.9435424411761i,-0.942809041582063+0i
1033.56034379363+0i,1037.47987915288+0i,-10+0i,1034.55745889906+0i,-5.99855755271746+31.9449210128058i,-5.99855755271746-31.9449210128058i,-0.942809041582063+0i
1034.05668919107+0i,1037.51471075265+0i,-10+0i,1035.05380609705+0i,-5.99855845298798+31.9454731169774i,-5.99855845298798-31.9454731169774i,-0.942809041582063+0i
1034.2994640144+0i,1037.58008003189+0i,-10+0i,1035.29658175589+0i,-5.99855887074431+31.946498900809i,-5.99855887074431-31.946498900809i,-0.942809041582063+0i
1034.77425664513+0i,1037.71429014629+0i,-10+0i,1035.77137601344+0i,-5.99855968415195+31.9486044832313i,-5.99855968415195-31.9486044832313i,-0.942809041582063+0i
1035.02905015725+0i,1038.21287644215+0i,-10+0i,1036.02617000649+0i,-5.99855992462046+31.9564028311043i,-5.99855992462046-31.9564028311043i,-0.942809041582063+0i
1035.15336592366+0i,1038.43254860279+0i,-10+0i,1036.15048602915+0i,-5.99856005274372+31.95983828281i,-5.99856005274372-31.95983828281i,-0.942809041582063+0i
1035.23134570765+0i,1038.87771172873+0i,-10+0i,1036.22846569196+0i,-5.99855999215821+31.9667964508183i,-5.99855999215821-31.9667964508183i,-0.942809041582063+0i
1035.56694948112+0i,1039.21455684372+0i,-10+0i,1036.5640703919+0i,-5.99856045539322+31.9720646784334i,-5.99856045539322-31.9720646784334i,-0.942809041582063+0i
1035.98500102317+0i,1039.2742644191+0i,-10+0i,1036.98212341678+0i,-5.99856119680337+31.9730037738488i,-5.99856119680337-31.9730037738488i,-0.942809041582063+0i
1036.33400805405+0i,1039.55942569609+0i,-10+0i,1037.33113146911+0i,-5.99856170753266+31.9774638302152i,-5.99856170753266-31.9774638302152i,-0.942809041582063+0i
1036.70981994084+0i,1039.60100105574+0i,-10+0i,1037.7069446978+0i,-5.99856237847839+31.978118891784i,-5.99856237847839-31.978118891784i,-0.942809041582063+0i
1036.74858712431+0i,1039.60486310791+0i,-10+0i,1037.74571202002+0i,-5.9985624478517+31.9781797990468i,-5.9985624478517-31.9781797990468i,-0.942809041582063+0i
1036.94684806515+0i,1039.96095210487+0i,-10+0i,1037.94397336278+0i,-5.99856264881612+31.9837446498505i,-5.99856264881612-31.9837446498505i,-0.942809041582063+0i
1037.32401867098+0i,1040.43885496559+0i,-10+0i,1038.32114491522+0i,-5.99856312211784+31.9912133091411i,-5.99856312211784-31.9912133091411i,-0.942809041582063+0i
1037.45399995948+0i,1040.55499872116+0i,-10+0i,1038.45112657413+0i,-5.99856330732545+31.993028710832i,-5.99856330732545-31.993028710832i,-0.942809041582063+0i
1037.91470762892+0i,1040.95065554225+0i,-10+0i,1038.91183557031+0i,-5.99856397069571+31.9992125754294i,-5.99856397069571-31.9992125754294i,-0.942809041582063+0i
1038.29062948548+0i,1041.07408780222+0i,-10+0i,1039.28775869035+0i,-5.99856460243647+32.0011449597954i,-5.99856460243647-32.0011449597954i,-0.942809041582063+0i
1038.30256170591+0i,1041.10640952691+0i,-10+0i,1039.29969092497+0i,-5.99856460953165+32.0016496612399i,-5.99856460953165-32.0016496612399i,-0.942809041582063+0i
